abs_corr,ci,ci_sigma,dsigma,extinction,htmid,kron_radius,kron_radius_sigma,num_filters,num_visits,spectrum_flag,start_mjd,start_time,stop_mjd,stop_time,x,y,z,match_id,target_name,num_images,num_images_per_filter,ra,dec,filter,flux,flux_sigma
"Y","1.0931993587964741","0.08341169214046361","0","1.7212369441986084","16734348104291","0.3499999940395355","0","4","1","N","51475.62793526845","1999-10-24 15:04:13.610","51475.925620592665","1999-10-24 22:12:53.620","0.10306346245647999","0.921549783366311","0.37433129642818636","82042996","CRAB-FIELD-3","4","1","83.61872226425804","21.982988908090455","w2_f631n","16.022899627685547","0"
"Y","1.0816666738007419","0.026607400592869625","0","1.7212369441986084","16734348077782","0.3499999940395355","0","3","1","N","51475.62793526845","1999-10-24 15:04:13.610","51475.925620592665","1999-10-24 22:12:53.620","0.10300052090268724","0.9216177594818281","0.3741812369733164","27189513","CRAB-FIELD-3","3","1","83.62305374202766","21.973717325316045","w2_f631n","18.63330078125","0"
"Y","2.3575735088976524","0.09139362590976129","0","1.7212369441986084","16734347418239","0.3499999940395355","0","4","1","N","51572.34114353685","2000-01-29 08:11:14.807","51572.63813440967","2000-01-29 15:18:54.813","0.10275181474393123","0.921666211544047","0.3741302701799745","104629025","CRAB-FIELD-6","4","1","83.63865688638616","21.970568425611436","w2_f502n","18.799291610717773","0"
"Y","2.3575735088976524","0.09139362590976129","0","1.7212369441986084","16734347418239","0.3499999940395355","0","4","1","N","51572.34114353685","2000-01-29 08:11:14.807","51572.63813440967","2000-01-29 15:18:54.813","0.10275181474393123","0.921666211544047","0.3741302701799745","104629025","CRAB-FIELD-6","4","1","83.63865688638616","21.970568425611436","w2_f631n","18.17159080505371","0"
"Y","2.3575735088976524","0.09139362590976129","0","1.7212369441986084","16734347418239","0.3499999940395355","0","4","1","N","51572.34114353685","2000-01-29 08:11:14.807","51572.63813440967","2000-01-29 15:18:54.813","0.10275181474393123","0.921666211544047","0.3741302701799745","104629025","CRAB-FIELD-6","4","1","83.63865688638616","21.970568425611436","w2_f673n","17.858890533447266","0"
"Y","2.3575735088976524","0.09139362590976129","0","1.7212369441986084","16734347418239","0.3499999940395355","0","4","1","N","51572.34114353685","2000-01-29 08:11:14.807","51572.63813440967","2000-01-29 15:18:54.813","0.10275181474393123","0.921666211544047","0.3741302701799745","104629025","CRAB-FIELD-6","4","1","83.63865688638616","21.970568425611436","w2_f547m","18.665090560913086","0"
"Y","1.0908700663181143","0.22221498601908532","0","1.7212369441986084","16734347445059","0.3499999940395355","0","4","1","N","51572.34114353685","2000-01-29 08:11:14.807","51572.63813440967","2000-01-29 15:18:54.813","0.10268117524721536","0.9216782966760795","0.3741198921284538","32959827","CRAB-FIELD-6","4","1","83.64307701990222","21.969927243278306","w2_f502n","18.51249122619629","0"
"Y","1.0908700663181143","0.22221498601908532","0","1.7212369441986084","16734347445059","0.3499999940395355","0","4","1","N","51572.34114353685","2000-01-29 08:11:14.807","51572.63813440967","2000-01-29 15:18:54.813","0.10268117524721536","0.9216782966760795","0.3741198921284538","32959827","CRAB-FIELD-6","4","1","83.64307701990222","21.969927243278306","w2_f631n","17.743391036987305","0"
"Y","1.0908700663181143","0.22221498601908532","0","1.7212369441986084","16734347445059","0.3499999940395355","0","4","1","N","51572.34114353685","2000-01-29 08:11:14.807","51572.63813440967","2000-01-29 15:18:54.813","0.10268117524721536","0.9216782966760795","0.3741198921284538","32959827","CRAB-FIELD-6","4","1","83.64307701990222","21.969927243278306","w2_f673n","17.528791427612305","0"
"Y","1.0908700663181143","0.22221498601908532","0","1.7212369441986084","16734347445059","0.3499999940395355","0","4","1","N","51572.34114353685","2000-01-29 08:11:14.807","51572.63813440967","2000-01-29 15:18:54.813","0.10268117524721536","0.9216782966760795","0.3741198921284538","32959827","CRAB-FIELD-6","4","1","83.64307701990222","21.969927243278306","w2_f547m","18.716590881347656","0"
"Y","1.2382989044783428","0.043803812275773665","0","1.7212369441986084","16734348109423","0.3499999940395355","0","4","1","N","51475.62793526845","1999-10-24 15:04:13.610","51475.925620592665","1999-10-24 22:12:53.620","0.10302781557927808","0.9216083017175335","0.3741970168557165","52984244","CRAB-FIELD-3","4","1","83.6213128867076","21.974692273620676","w2_f631n","17.310800552368164","0"
"Y","0.9012402952179429","0.10321293956480786","0","1.7212369441986084","16734348091200","0.3499999940395355","0","3","1","N","51475.62793526845","1999-10-24 15:04:13.610","51475.925620592665","1999-10-24 22:12:53.620","0.1030247379878691","0.9215452142088246","0.3743532042510044","3652866","CRAB-FIELD-3","3","1","83.62106879448226","21.98434255684833","w2_f631n","19.45669937133789","0"
"Y","2.113255789113599","0","0","1.7212369441986084","16734347400329","0.3499999940395355","0","1","1","N","51572.606421328615","2000-01-29 14:33:14.807","51572.63813440967","2000-01-29 15:18:54.813","0.10260944214497338","0.9216185084998451","0.3742868247391787","27906803","CRAB-FIELD-6","1","1","83.64707291333893","21.98024111443871","w2_f673n","19.94559097290039","0"
"Y","0.9165517215071053","0","0","1.7212369441986084","16734347862967","0.3499999940395355","0","1","1","N","51572.47169912513","2000-01-29 11:19:14.810","51572.56915287487","2000-01-29 13:39:34.810","0.10267107043574632","0.9215995311765168","0.37431665128727454","47212622","CRAB-FIELD-6","1","1","83.64315868020633","21.982084015857968","w2_f502n","19.442890167236328","0"
"Y","1.026574108335707","0","0","1.7212369441986084","16734347864229","0.17499999701976776","0","1","1","N","55543.21419592574","2010-12-13 05:08:26.530","55543.29018025007","2010-12-13 06:57:51.577","0.10267794323833009","0.9215722499814454","0.3743819280325454","57472102","CRAB-PSR-PWN","1","1","83.64254998445132","21.986117372186232","a_f550m","18.73859977722168","0"
"Y","1.9226437327505528","0","0","0.6835684180259705","16734349198581","0.3499999940395355","0","1","1","N","51572.47169912513","2000-01-29 11:19:14.810","51572.56915287487","2000-01-29 13:39:34.810","0.10246358852842577","0.9217550844228383","0.3739903439483617","15333427","CRAB-FIELD-6","1","1","83.65696188976266","21.961923671837624","w2_f502n","19.700891494750977","0"
"Y","1.013775391116304","0.06383810959721303","0","0.6835684180259705","16734349210354","0.3499999940395355","0","4","1","N","51572.34114353685","2000-01-29 08:11:14.807","51572.63813440967","2000-01-29 15:18:54.813","0.10240717141684254","0.9217679127363687","0.37397417864357824","99382899","CRAB-FIELD-6","4","1","83.66051347430015","21.960925000358525","w2_f673n","19.996490478515625","0"
"Y","1.013775391116304","0.06383810959721303","0","0.6835684180259705","16734349210354","0.3499999940395355","0","4","1","N","51572.34114353685","2000-01-29 08:11:14.807","51572.63813440967","2000-01-29 15:18:54.813","0.10240717141684254","0.9217679127363687","0.37397417864357824","99382899","CRAB-FIELD-6","4","1","83.66051347430015","21.960925000358525","w2_f631n","19.96438980102539","0"
"Y","1.3226744740508323","0","0","0.6835684180259705","16734349189473","0.3499999940395355","0","1","1","N","51572.606421328615","2000-01-29 14:33:14.807","51572.63813440967","2000-01-29 15:18:54.813","0.1022306032453718","0.9218186474926328","0.3738974256331201","15367103","CRAB-FIELD-6","1","1","83.67170060134896","21.95618339509241","w2_f673n","19.955791473388672","0"
